"id","wage","yr","exper","school","union","married","manufacturing"
309,2.2807660456,1,4,12,0,0,0
309,2.2642662287,2,5,12,0,0,0
309,2.2754564256,3,6,12,0,1,0
309,2.2081324236,4,7,12,0,1,0
309,2.1998524173,5,8,12,0,1,0
309,2.2068999835,6,9,12,0,1,0
309,2.476866911,7,10,12,0,1,1
351,1.643386879,0,3,12,0,0,0
351,1.3355804258,1,4,12,0,0,0
351,1.5228178362,2,5,12,0,1,0
351,1.4188513626,3,6,12,0,1,0
351,0.9039274729,4,7,12,0,1,0
351,1.8885640985,5,8,12,0,1,0
351,1.7834496472,6,9,12,0,1,0
351,1.6980083554,7,10,12,0,1,0
353,1.8381972025,0,3,12,0,0,1
353,1.8170772772,1,4,12,1,0,1
353,1.6717402666,2,5,12,0,0,0
353,1.5728305011,3,6,12,0,0,1
353,1.6825463843,4,7,12,0,0,1
353,1.5836402196,5,8,12,0,0,0
353,1.7732931875,6,9,12,0,0,1
353,1.8610789246,7,10,12,0,0,0
383,1.4628881791,0,2,12,0,0,1
383,1.5702171993,1,3,12,0,0,1
383,1.6566018135,2,4,12,1,0,1
383,1.7254100887,3,5,12,0,0,1
383,1.7721585429,4,6,12,0,0,1
383,2.0110842344,5,7,12,0,0,1
383,1.9910166714,6,8,12,0,0,1
383,1.9520507029,7,9,12,0,0,1
408,1.6520949229,0,2,11,0,0,1
408,1.4895349843,1,3,11,0,1,1
408,1.8811757012,2,4,11,0,1,1
408,2.0610316234,3,5,11,0,1,1
408,2.4888362209,4,6,11,1,1,1
408,2.43093808,5,7,11,1,1,1
408,2.5345603867,6,8,11,1,1,1
408,2.0696025092,7,9,11,1,1,1
424,2.1658393597,0,5,12,0,1,1
424,2.3253997708,1,6,12,0,1,1
424,2.3836505457,2,7,12,0,1,1
424,2.3372116298,3,8,12,0,1,1
424,2.4125075379,4,9,12,0,1,1
424,2.3841459185,5,10,12,0,1,1
424,2.3520300169,6,11,12,0,1,1
424,2.5777566026,7,12,12,0,1,1
464,0.9726262551,0,2,13,0,0,0
464,1.0031044999,1,3,13,0,0,0
464,1.0996350337,2,4,13,0,1,0
464,1.2145844649,3,5,13,0,1,0
464,1.3192417615,4,6,13,0,1,0
464,1.3897424827,5,7,13,0,1,0
464,1.5735380116,6,8,13,0,1,0
464,1.9006997178,7,9,13,0,1,0
483,1.6826270761,0,5,12,0,0,1
483,1.661706341,1,6,12,0,0,1
483,1.7550418863,2,7,12,0,0,1
483,1.7534507488,3,8,12,1,0,1
483,1.6180078631,4,9,12,0,0,1
483,1.6481787408,5,10,12,0,0,1
483,1.7458942134,6,11,12,0,0,1
483,1.7270818953,7,12,12,0,0,1
556,1.9393454693,0,2,14,0,0,0
556,2.1202635362,1,3,14,0,0,0
556,2.1605069944,2,4,14,0,0,0
556,2.4892541145,3,5,14,0,0,0
556,2.3756935648,4,6,14,0,0,0
556,2.2958867101,5,7,14,0,0,0
556,2.2990901592,6,8,14,0,0,0
556,2.5818793647,7,9,14,0,0,0
560,1.3868473056,0,2,12,0,0,0
560,2.127581917,1,3,12,0,0,0
560,0.9688702001,2,4,12,0,0,0
560,1.1635989102,3,5,12,0,0,0
560,1.3566190608,4,6,12,0,0,0
560,1.4162533501,5,7,12,0,0,0
560,1.2149831968,6,8,12,1,0,0
560,1.6393594638,7,9,12,0,0,0
569,0.683725042,0,2,12,0,0,0
569,1.0789890175,1,3,12,0,0,0
569,0.8396357188,2,4,12,0,0,0
569,1.5075690323,3,5,12,0,0,0
569,1.0206517472,4,6,12,0,0,1
569,0.5425977828,5,7,12,0,0,0
569,0.1147163143,6,8,12,0,0,0
569,0.3128517433,7,9,12,0,0,0
583,1.6267721601,0,4,12,0,0,0
583,1.8808750027,1,5,12,0,0,1
583,1.7411964795,2,6,12,1,0,1
583,2.1947885225,3,7,12,1,0,1
583,2.083836121,4,8,12,0,1,1
583,1.9184481847,5,9,12,0,1,1
583,2.1567136329,6,10,12,0,1,1
583,1.9850408663,7,11,12,0,0,1
647,1.3967062722,0,2,12,1,0,1
647,1.5198257537,1,3,12,1,1,1
647,1.509152973,2,4,12,1,1,1
647,1.6450416184,3,5,12,1,1,1
647,1.5490149916,4,6,12,1,0,1
647,1.8269562891,5,7,12,1,1,1
647,1.883680399,6,8,12,1,1,0
647,2.0236607018,7,9,12,1,1,0
658,1.7314172402,0,4,12,1,0,1
658,1.8137589523,1,5,12,0,0,1
658,1.7000483102,2,6,12,1,0,1
658,1.9396488617,3,7,12,1,0,1
658,1.9357527109,4,8,12,0,0,1
658,2.0997850049,5,9,12,0,0,1
658,2.1920466268,6,10,12,0,0,1
658,2.0051430458,7,11,12,0,0,0
684,2.8217826537,0,2,12,0,0,1
684,2.1799827709,1,3,12,0,0,1
684,2.3094266248,2,4,12,0,1,1
684,2.2513213499,3,5,12,0,1,1
684,2.352296987,4,6,12,0,1,1
684,2.3138482853,5,7,12,0,1,1
684,2.2534199991,6,8,12,0,1,1
684,2.4053524825,7,9,12,0,1,0
711,1.2320245047,0,2,11,0,0,0
711,1.3664917338,1,3,11,0,0,0
711,1.6905033652,2,4,11,0,0,0
711,1.6608715675,3,5,11,0,0,0
711,1.555876082,4,6,11,0,0,0
711,-0.714125587,5,7,11,0,0,0
711,1.4684810321,6,8,11,0,0,0
711,0.5130057764,7,9,11,0,0,0
729,1.9595796226,0,2,13,1,1,0
729,1.893339262,1,3,13,0,0,0
729,3.0962158121,2,4,13,1,1,0
729,1.910813312,3,5,13,1,1,0
729,1.6152643772,4,6,13,0,1,1
729,2.0765281427,5,7,13,0,1,1
729,2.1075399474,6,8,13,0,1,0
729,2.1555853559,7,9,13,0,1,1
731,1.6556389313,0,4,12,0,0,0
731,1.4642559026,1,5,12,0,1,0
731,1.0078274845,2,6,12,0,1,0
731,1.4779492297,3,7,12,0,1,0
731,0.6187202117,4,8,12,0,1,1
731,2.2256240519,5,9,12,0,0,0
731,2.6577305949,6,10,12,0,0,0
731,2.1391915461,7,11,12,0,0,1
732,1.4972706156,0,3,12,0,0,1
732,1.6017158663,1,4,12,0,0,1
732,1.5048429071,2,5,12,0,0,1
732,1.7980467988,3,6,12,0,0,1
732,1.6528901747,4,7,12,0,0,1
732,1.7633853609,5,8,12,0,0,1
732,1.7226819859,6,9,12,0,0,1
732,1.7620605936,7,10,12,0,0,1
793,0.8915284353,0,2,14,0,0,0
793,1.9310215366,1,3,14,0,0,0
793,1.9026499135,2,4,14,0,0,0
793,1.8853747384,3,5,14,0,0,0
793,1.6787076079,4,6,14,0,0,0
793,1.8963583702,5,7,14,0,0,0
793,1.7883702192,6,8,14,0,0,0
793,1.5638274012,7,9,14,0,0,0
797,0.9925240379,0,3,10,0,0,0
797,2.3451447074,1,4,10,1,0,1
797,1.6809339141,2,5,10,1,0,1
797,1.989654053,3,6,10,0,1,0
797,2.4480142264,4,7,10,1,1,1
797,2.4501803262,5,8,10,1,1,1
797,2.1722394161,6,9,10,1,1,0
797,2.4159835707,7,10,10,1,1,0
800,1.5877615089,0,2,11,1,0,0
800,1.6094379124,1,3,11,1,0,0
800,1.5081818084,2,4,11,1,0,0
800,1.5555110519,3,5,11,1,0,0
800,1.5490149916,4,6,11,1,0,0
800,1.6164300424,5,7,11,0,0,0
800,1.825936921,6,8,11,1,1,0
800,1.9904349459,7,9,11,1,1,0
813,1.5562131512,0,2,13,0,0,0
813,0.4229120217,1,3,13,0,0,0
813,0.710434107,2,4,13,0,0,0
813,0.9317216789,3,5,13,0,0,0
813,-3.579078715,4,6,13,0,0,0
813,1.3227563403,5,7,13,0,0,0
813,1.3897001543,6,8,13,0,0,0
813,1.5434997017,7,9,13,0,0,0
823,-0.37266136,0,3,10,0,0,0
823,0.6063143909,1,4,10,0,0,0
823,0.8648805116,2,5,10,0,0,0
823,0.5121711854,3,6,10,0,0,0
823,0.6839116095,4,7,10,0,0,0
823,0.9997493096,5,8,10,0,0,0
823,1.4348605504,6,9,10,0,0,0
823,1.1770355583,7,10,10,0,0,0
827,0.8836852578,0,2,12,0,0,0
827,1.4248666359,1,3,12,0,0,0
827,1.3659036715,2,4,12,0,0,0
827,1.3916888854,3,5,12,0,0,0
827,1.7921895617,4,6,12,0,0,0
827,1.9482833332,5,7,12,0,0,1
827,2.2636116632,6,8,12,0,1,1
827,2.6289637607,7,9,12,0,1,0
847,1.5627278322,0,1,14,1,0,0
847,1.6644976896,1,2,14,1,0,0
847,1.7705460728,2,3,14,0,0,0
847,1.7860347105,3,4,14,0,0,0
847,2.0010001154,4,5,14,0,0,1
847,1.6481787408,5,6,14,1,0,0
847,2.1257110392,6,7,14,0,0,0
847,1.6884192788,7,8,14,1,1,0
851,1.8758130783,0,2,12,0,0,1
851,1.9566761628,1,3,12,0,0,1
851,1.8672538769,2,4,12,0,1,1
851,2.1745331661,3,5,12,0,1,1
851,1.914497107,4,6,12,0,1,1
851,2.0179257663,5,7,12,1,1,1
851,2.117659403,6,8,12,1,1,1
851,1.9776290487,7,9,12,1,0,1
863,1.5704509339,0,2,12,0,0,0
863,1.5621850276,1,3,12,0,0,0
863,1.5699768436,2,4,12,0,0,0
863,1.7941195867,3,5,12,0,0,0
863,1.8371720107,4,6,12,0,0,1
863,1.8139349667,5,7,12,0,1,0
863,2.0383955722,6,8,12,0,1,0
863,1.9059035457,7,9,12,0,1,0
873,0.5968629299,0,2,10,1,0,1
873,0.4749911708,1,3,10,0,0,0
873,1.0902654029,2,4,10,0,0,1
873,1.0000020459,3,5,10,1,0,1
873,0.8330531333,4,6,10,1,0,0
873,1.4012811034,5,7,10,1,0,0
873,1.7341293718,6,8,10,1,0,0
873,1.8828721325,7,9,10,1,0,0
891,2.0000439061,0,2,12,1,0,0
891,2.3077118487,1,3,12,1,1,0
891,2.3088126223,2,4,12,1,1,0
891,1.8804158348,3,5,12,1,0,0
891,1.8699008277,4,6,12,0,1,1
891,2.0791983712,5,7,12,1,1,0
891,1.8874497213,6,8,12,1,1,0
891,1.8094275282,7,9,12,0,0,0
908,0.9975806759,0,2,10,1,0,0
908,0.2309867288,1,3,10,1,0,0
908,0.4322609309,2,4,10,1,0,0
908,0.9741552773,3,5,10,1,0,0
908,0.5122099148,4,6,10,1,0,0
908,0.9484363178,5,7,10,0,0,0
908,1.2826881106,6,8,10,0,0,0
908,1.377866641,7,9,10,0,1,0
910,1.8653932455,0,2,13,0,0,0
910,2.1342497782,1,3,13,0,0,0
910,1.0408965589,2,4,13,0,0,1
910,1.7619676844,3,5,13,0,0,0
910,1.9191581526,4,6,13,0,0,0
910,2.2570655777,5,7,13,0,0,0
910,2.1119537142,6,8,13,0,0,0
910,1.8923314682,7,9,13,0,0,0
916,1.1754406557,0,2,13,0,0,1
916,1.4116121691,1,3,13,0,0,1
916,1.6157949928,2,4,13,0,0,1
916,1.6889405875,3,5,13,0,0,1
916,1.9615502851,4,6,13,0,0,1
916,1.9105430052,5,7,13,0,0,1
916,2.0183088137,6,8,13,0,0,1
916,2.2822923897,7,9,13,0,0,1
919,1.5680095346,0,3,12,0,1,0
919,1.3958638121,1,4,12,1,1,0
919,1.3803484369,2,5,12,1,1,0
919,1.4944233599,3,6,12,1,1,0
919,1.3948643118,4,7,12,1,1,0
919,1.440539376,5,8,12,1,1,0
919,1.5963624794,6,9,12,1,1,0
919,1.6199168678,7,10,12,1,1,0
922,1.6025064352,0,2,12,0,0,0
922,2.0349897791,1,3,12,0,0,0
922,2.2386284719,2,4,12,0,0,1
922,2.2176714275,3,5,12,0,0,1
922,2.447831093,4,6,12,0,0,1
922,2.6036901858,5,7,12,0,0,1
922,2.3556905547,6,8,12,0,0,1
922,2.1869822099,7,9,12,0,1,0
924,0.8535585524,0,1,11,0,0,0
924,0.8921670296,1,2,11,0,0,0
924,0.8500412597,2,3,11,0,0,0
924,0.5909377257,3,4,11,0,0,0
924,1.202973304,4,5,11,0,0,0
924,1.5546183427,5,6,11,0,0,0
924,1.8021157682,6,7,11,0,0,0
924,1.6979303857,7,8,11,0,1,0
925,2.135247025,0,2,15,0,0,1
925,2.2225423853,1,3,15,0,0,1
925,2.1356700713,2,4,15,0,0,0
925,2.2362357125,3,5,15,0,0,0
925,2.3475226878,4,6,15,0,0,1
925,2.4144481861,5,7,15,0,1,1
925,0.0494449239,6,8,15,0,1,1
925,2.6232189767,7,9,15,0,1,1
944,0.8193909071,0,2,13,0,0,0
944,0.5895946567,1,3,13,0,0,0
944,1.3997665227,2,4,13,0,0,0
944,1.5555110519,3,5,13,0,0,0
944,1.6180078631,4,6,13,0,0,0
944,1.6079723203,5,7,13,0,0,0
944,1.6100926722,6,8,13,0,0,0
944,1.1974496818,7,9,13,0,0,0
945,1.0396249423,0,1,14,0,0,0
945,1.3598611041,1,2,14,0,0,0
945,1.2605020044,2,3,14,0,0,0
945,1.3227101413,3,4,14,0,0,0
945,1.7187715884,4,5,14,0,0,0
945,1.3103991435,5,6,14,0,0,0
945,1.4116248074,6,7,14,0,0,0
945,1.3862043652,7,8,14,0,0,0
947,2.2364569269,0,3,13,1,0,1
947,2.3766930651,1,4,13,1,0,0
947,2.3865393296,2,5,13,1,1,1
947,2.3846279979,3,6,13,0,1,0
947,2.400284968,4,7,13,0,1,0
947,2.4713790496,5,8,13,0,1,0
947,2.2640999444,6,9,13,0,1,0
947,2.2822923897,7,10,13,0,1,0
955,2.0708052578,0,4,12,1,0,1
955,1.9889275341,1,5,12,1,0,0
955,1.9781854376,2,6,12,1,0,1
955,2.0883155824,3,7,12,1,0,0
955,2.1288334869,4,8,12,1,0,1
955,2.2077945287,5,9,12,1,0,1
955,2.4754090381,6,10,12,1,0,1
955,2.2177538686,7,11,12,1,0,1
965,1.4175403591,0,5,12,0,0,0
965,1.4781019104,1,6,12,0,0,0
965,1.384883592,2,7,12,0,0,0
965,1.5177707239,3,8,12,0,0,0
965,1.4276541346,4,9,12,0,1,0
965,1.440539376,5,10,12,0,1,0
965,1.4204718129,6,11,12,0,1,0
965,1.3815058444,7,12,12,0,1,0
996,1.557642744,0,2,11,0,1,0
996,1.4824382217,1,3,11,0,1,0
996,1.2442162625,2,4,11,0,1,0
996,0.7208267497,3,5,11,0,1,0
996,0.8070776469,4,6,11,0,1,0
996,0.8231040171,5,7,11,0,1,0
996,1.1090356545,6,8,11,0,1,0
996,2.2386436251,7,9,11,0,1,0
1007,1.4479995666,0,4,12,0,0,0
1007,1.7525387561,1,5,12,0,0,1
1007,1.5474025215,2,6,12,0,0,0
1007,2.0438638198,3,7,12,0,0,0
1007,2.15214371,4,8,12,0,0,1
1007,2.2672179492,5,9,12,0,0,0
1007,2.7473427536,6,10,12,0,1,0
1007,2.5771798459,7,11,12,0,1,1
1054,0.7246636478,0,3,10,0,0,0
1054,1.7942625994,1,4,10,0,0,0
1054,1.1619275583,2,5,10,0,0,0
1054,1.4596000911,3,6,10,0,1,0
1054,1.0282199968,4,7,10,0,1,0
1054,1.3033382545,5,8,10,0,1,0
1054,1.6498849772,6,9,10,0,1,0
1054,1.3091851828,7,10,10,1,1,0
1064,1.9031182592,0,4,12,0,1,0
1064,2.0210710097,1,5,12,0,1,0
1064,1.8954277239,2,6,12,0,1,0
1064,2.1225069471,3,7,12,0,1,0
1064,1.8803721276,4,8,12,0,1,1
1064,1.9924774136,5,9,12,0,1,0
1064,1.9640254074,6,10,12,0,1,0
1064,1.9294710151,7,11,12,0,1,0
1081,1.0879968325,0,2,10,0,0,0
1081,1.249144523,1,3,10,0,0,0
1081,1.5474025215,2,4,10,0,0,0
1081,1.3517034445,3,5,10,0,0,0
1081,1.4261168553,4,6,10,0,0,0
1081,1.0566006021,5,7,10,0,0,0
1081,1.2642224964,6,8,10,0,0,0
1081,2.000009482,7,9,10,0,0,0
1085,1.8871239582,0,1,12,0,0,0
1085,1.4815212111,1,2,12,0,0,0
1085,1.2176419438,2,3,12,0,0,1
1085,0.737586125,3,4,12,0,0,0
1085,1.2887732938,4,5,12,0,1,0
1085,1.073505715,5,6,12,0,1,0
1085,1.3171722431,6,7,12,0,1,0
1085,2.0170495535,7,8,12,0,0,1
1091,1.1110029161,0,6,9,1,0,0
1091,1.1620925577,1,7,9,0,1,0
1091,1.0618947057,2,8,9,1,1,0
1091,1.1275730879,3,9,9,0,1,0
1091,1.1891799819,4,10,9,0,1,1
1091,1.2227949893,5,11,9,1,1,0
1091,1.1646674794,6,12,9,0,1,0
1091,1.3958945818,7,13,9,0,1,0
1094,1.3426390509,0,3,12,0,1,0
1094,1.4064970684,1,4,12,0,1,0
1094,1.5297029444,2,5,12,0,1,0
1094,1.7575967752,3,6,12,0,1,0
1094,1.9056899356,4,7,12,0,1,0
1094,1.9662319111,5,8,12,0,1,0
1094,2.1404171866,6,9,12,0,1,0
1094,2.1755591903,7,10,12,0,1,0
1096,1.2640767284,0,6,11,0,0,0
1096,1.2780807765,1,7,11,0,0,0
1096,0.9997629246,2,8,11,0,0,0
1096,0.9654240493,3,9,11,0,0,0
1096,1.0286199168,4,10,11,0,0,0
1096,1.0129983162,5,11,11,0,0,0
1096,1.2843396386,6,12,11,0,1,0
1096,1.4081740915,7,13,11,1,1,0
1098,1.5519678091,0,1,14,0,0,0
1098,2.1282317058,1,2,14,0,0,0
1098,2.7577758513,2,3,14,0,0,0
1098,1.5096074133,3,4,14,0,0,1
1098,1.9333861629,4,5,14,0,0,1
1098,2.2776758942,5,6,14,0,0,1
1098,2.265224495,6,7,14,0,0,0
1098,2.2827586989,7,8,14,0,1,0
1102,0.8810844761,0,3,13,0,0,0
1102,2.0402208285,1,4,13,0,0,0
1102,1.8330034278,2,5,13,0,0,1
1102,1.7742002529,3,6,13,0,0,0
1102,1.8223083266,4,7,13,0,0,0
1102,2.6572744319,5,8,13,0,0,0
1102,2.774626927,6,9,13,0,0,0
1102,2.8517858616,7,10,13,0,0,1
1107,1.5433097464,0,5,12,0,0,0
1107,1.5702171993,1,6,12,0,1,0
1107,1.6566018135,2,7,12,0,1,0
1107,1.6608715675,3,8,12,0,1,0
1107,2.0010001154,4,9,12,0,1,0
1107,1.8713222921,5,10,12,0,1,0
1107,1.8904754422,6,11,12,0,1,0
1107,2.0354323118,7,12,12,0,1,0
1142,1.4131123076,0,2,14,0,0,0
1142,1.6677734894,1,3,14,0,0,0
1142,1.922095971,2,4,14,0,0,0
1142,1.7413739397,3,5,14,0,0,0
1142,2.0110504512,4,6,14,0,0,0
1142,2.2235428857,5,7,14,0,1,0
1142,2.0885624136,6,8,14,0,1,0
1142,2.3413077302,7,9,14,0,1,0
1156,1.3028175567,0,5,12,0,0,0
1156,1.33072451,1,6,12,0,0,0
1156,1.2995663576,2,7,12,0,0,0
1156,1.6310994092,3,8,12,0,0,0
1156,1.6591535047,4,9,12,0,0,0
1156,1.6481787408,5,10,12,0,0,0
1156,1.5540032055,6,11,12,0,0,0
1156,1.9337475719,7,12,12,0,0,0
1180,1.8534646747,0,2,13,0,0,0
1180,1.6094379124,1,3,13,0,0,0
1180,1.6905033652,2,4,13,1,0,0
1180,1.5374952293,3,5,13,1,0,0
1180,2.0410545093,4,6,13,0,1,0
1180,1.9201124562,5,7,13,0,1,0
1180,2.1136189935,6,8,13,0,1,0
1180,2.2177538686,7,9,13,0,1,0
1190,1.5103426971,0,2,12,0,0,1
1190,1.5108570838,1,3,12,0,0,1
1190,1.0618947057,2,4,12,0,0,1
1190,1.3507166392,3,5,12,0,0,1
1190,1.2160453856,4,6,12,0,0,1
1190,1.1739107127,5,7,12,0,0,0
1190,1.3404291052,6,8,12,0,0,1
1190,1.3815058444,7,9,12,0,1,1
1204,1.6223822866,0,5,8,0,0,0
1204,1.7525387561,1,6,8,1,0,1
1204,1.9347558797,2,7,8,1,0,0
1204,1.7785953422,3,8,8,1,0,0
1204,1.8686109273,4,9,8,1,0,0
1204,2.0110842344,5,10,8,1,0,1
1204,2.2513722308,6,11,8,1,0,1
1204,2.2505436914,7,12,8,1,0,0
1249,1.5307465448,0,5,11,0,0,1
1249,1.3399929008,1,6,11,0,1,0
1249,1.6595690916,2,7,11,0,0,0
1249,1.3834226714,3,8,11,0,1,0
1249,1.5115061719,4,9,11,0,1,0
1249,1.4250351894,5,10,11,0,0,0
1249,1.4439597942,6,11,11,0,1,1
1249,1.4443790862,7,12,11,0,0,1
1272,1.7508657743,0,3,12,0,1,0
1272,1.8323763145,1,4,12,0,0,0
1272,1.7550418863,2,5,12,1,0,0
1272,1.7821054324,3,6,12,0,0,0
1272,1.7217670974,4,7,12,0,0,0
1272,1.7333106101,5,8,12,1,0,0
1272,1.7646815553,6,9,12,0,1,0
1272,1.9075989403,7,10,12,0,1,0
1311,0.5567801247,0,2,15,0,0,0
1311,1.5547130127,1,3,15,0,0,0
1311,1.6868336363,2,4,15,0,0,0
1311,1.6447927363,3,5,15,0,0,1
1311,2.2127900939,4,6,15,0,0,0
1311,1.8948768885,5,7,15,0,0,0
1311,1.7910826983,6,8,15,0,0,0
1311,2.0587093746,7,9,15,0,0,0
1316,1.5433097464,0,4,8,0,0,0
1316,1.6894806201,1,5,8,0,0,0
1316,1.8776442084,2,6,8,0,1,0
1316,2.5892543452,3,7,8,0,1,0
1316,2.7385990585,4,8,8,0,1,1
1316,1.861752841,5,9,8,0,1,0
1316,1.911142079,6,10,8,0,1,0
1316,1.9075989403,7,11,8,0,1,0
1318,1.0597762649,0,8,8,0,0,0
1318,1.4677016358,1,9,8,0,0,0
1318,1.3397631567,2,10,8,0,0,0
1318,1.2946271726,3,11,8,0,0,0
1318,1.2517634682,4,12,8,0,0,1
1318,1.3322025248,5,13,8,0,0,0
1318,1.28594092,6,14,8,0,0,1
1318,1.2861956646,7,15,8,0,0,0
1345,1.764698182,0,4,12,0,0,1
1345,-0.723918839,1,5,12,0,1,0
